id_generado;ùTienes equipo/s de Aire Acondicionado en tu hogar?;ùUtilizas algœn otro equipamiento para calefaccionar?;ùCuÿl de las siguientes opciones utilizas?;ùCuÿntos Aires Acondicionados tienes en tu hogar? [Comunes];ùCuÿntos Aires Acondicionados tienes en tu hogar? [©Inverterî];ùCuÿntos Aires Acondicionados tienes en tu hogar? [No s? de qu? tipo, pero tengo esta cantidad:];ùQu? potencia tienen tus equipos? [9.000 BTU];ùQu? potencia tienen tus equipos? [12.000 BTU];ùQu? potencia tienen tus equipos? [18.000 BTU];ùQu? potencia tienen tus equipos? [24.000 BTU];ùUsas Aire Acondicionado en Invierno?;En INVIERNO ùC½mo usas tus aires acondicionados?;Los DIAS DE SEMANA: ùCuÿntas horas al d­a usas tu/s equipo/s en INVIERNO?;ùY los FINES de semana?ùCuÿntas horas al d­a usas tu/s equipo/s los fines de semana de INVIERNO?;ùUtilizas algœn otro equipamiento para calefaccionar?;ùCuÿl de las siguientes opciones utilizas?;ùUsas Aire Acondicionado en Verano?;En VERANO ùC½mo usas tus aires acondicionados?;Los DIAS DE SEMANA: ùCuÿntas horas al d­a usas tu/s equipo/s en VERANO?;ùY los FINES de semana?ùCuÿntas horas al d­a usas tu/s equipo/s los fines de semana de VERANO?;ùEn qu? tipo de vivienda resides?;ùCuÿntos metros cuadrados construidos tiene tu hogar? (aproximadamente);ùCuÿntas personas viven habitualmente en el hogar?;ùCuÿntos aÏos hace que vives en tu domicilio actual?
5681880650;SI;;;2;;;1;2;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 4 y 5 horas;mas de 5 horas;Si;Estufa a supergas;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;3;Mÿs de cinco aÏos
5689210536;SI;;;2;;;;1;1;;Si;Lo enciendo solamente cuando siento frio, Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 4 y 5 horas;Si;Estufa a supergas, Caloventilador;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Apartamento;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
5688721933;No;No;;;;;;;;;;;;;;;;;;;Apartamento;40m2 o menos;1;Mÿs de cinco aÏos
5689310011;SI;;;;;3;;;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;1 hora o menos;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;1 hora o menos;Casa;Entre 80m2 y 120m2;2;Mÿs de cinco aÏos
5690341596;SI;;;1;;;1;;;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;entre 2 y 3 horas;No;;Si;Lo enciendo solamente cuando siento calor;1 hora o menos;1 hora o menos;Casa;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
960131375;SI;;;2;;;2;;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;1 hora o menos;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;No;;;;Casa;40m2 o menos;3;Menos de un aÏo
5690250174;SI;;;2;;;;2;;;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n fr­a;mas de 5 horas;mas de 5 horas;No;;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;4;Mÿs de cinco aÏos
5697180079;SI;;;Mÿs de 4;;Mÿs de 4;2;1;1;1;Si;Lo enciendo solamente cuando siento frio;1 hora o menos;1 hora o menos;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Mÿs de 120m2;4;Mÿs de cinco aÏos
5694571274;No;S­;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra., Estufa a cuarzo, caloventilador, estufa hal½gena;;;;;;;;;;;;;;;;;;Casa;Entre 80m2 y 120m2;4;Mÿs de cinco aÏos
5736661084;SI;;;3;;;;3;;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;entre 2 y 3 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 4 y 5 horas;entre 4 y 5 horas;Casa;Mÿs de 120m2;4;Mÿs de cinco aÏos
5694581751;SI;;;1;;;;1;;;No;;;;Si;Estufa a supergas;Si;Lo enciendo solamente cuando siento calor;1 hora o menos;1 hora o menos;Apartamento;Entre 40m2 y 80m2;3;Mÿs de cinco aÏos
5690050640;SI;;;2;;;;2;;;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n fr­a;mas de 5 horas;mas de 5 horas;No;;Si;Lo enciendo solamente cuando siento calor;entre 4 y 5 horas;entre 4 y 5 horas;Casa;Entre 80m2 y 120m2;2;Mÿs de cinco aÏos
5695151871;SI;;;;;2;1;;;1;Si;Lo enciendo solamente cuando siento frio;;entre 4 y 5 horas;No;;No;;;;Casa;Entre 80m2 y 120m2;2;Mÿs de cinco aÏos
5690201824;SI;;;2;;;;1;;1;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;4;Mÿs de cinco aÏos
5698840287;SI;;;;1;;;;;1;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 80m2 y 120m2;3;Mÿs de cinco aÏos
5694150541;SI;;;2;;;;2;;;No;;;;Si;Calefacci½n central;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 3 y 4 horas;Apartamento;Entre 80m2 y 120m2;5;Mÿs de cinco aÏos
5697181915;SI;;;1;1;;1;;1;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 3 y 4 horas;Casa;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
5699941072;SI;;;2;;;2;;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 3 y 4 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
5700551453;No;No;;;;;;;;;;;;;;;;;;;Apartamento;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
418740081;SI;;;3;1;;2;1;1;;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n fr­a;mas de 5 horas;mas de 5 horas;No;;Si;Lo enciendo solamente cuando siento calor;entre 4 y 5 horas;entre 4 y 5 horas;Casa;Entre 40m2 y 80m2;3;Mÿs de cinco aÏos
5701931394;SI;;;2;;;1;;;2;Si;Lo enciendo solamente cuando siento frio;mas de 5 horas;mas de 5 horas;Si;Panel;Si;Lo enciendo solamente cuando siento calor;1 hora o menos;1 hora o menos;Casa;Entre 40m2 y 80m2;1;Entre dos y cinco aÏos
5701970982;SI;;;1;;;1;;;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 4 y 5 horas;Casa;40m2 o menos;3;Mÿs de cinco aÏos
5702081328;SI;;;2;;;1;1;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;1 hora o menos;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;1 hora o menos;Casa;Entre 80m2 y 120m2;3;Mÿs de cinco aÏos
5856271520;SI;;;;2;;;2;;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;entre 2 y 3 horas;No;;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Apartamento;Entre 40m2 y 80m2;3;Entre uno y dos aÏos
7094776842;SI;;;1;;;;1;;;Si;Lo enciendo solamente cuando siento frio;entre 4 y 5 horas;mas de 5 horas;Si;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;5;Entre dos y cinco aÏos
6737610776;SI;;;;;1;;;;;Si;Lo enciendo solamente cuando siento frio;entre 3 y 4 horas;entre 4 y 5 horas;Si;Estufa a cuarzo, Caloventilador, Hal½gena;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Apartamento;Entre 40m2 y 80m2;2;Entre dos y cinco aÏos
8265941971;SI;;;;1;;;;;;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n fr­a;mas de 5 horas;mas de 5 horas;No;;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 2 y 3 horas;Casa;40m2 o menos;1;Mÿs de cinco aÏos
4728267681;No;S­;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;;;;;;;;;;;;;;;;;;Casa;Entre 40m2 y 80m2;5;Mÿs de cinco aÏos
5707561494;SI;;;1;;;1;;;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 40m2 y 80m2;3;Entre dos y cinco aÏos
8929360568;SI;;;2;1;;1;2;;;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n fr­a;mas de 5 horas;entre 4 y 5 horas;Si;Estufa a cuarzo, Caloventilador, Hal½gena;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 40m2 y 80m2;3;Entre uno y dos aÏos
7494342819;SI;;;1;;;;1;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 4 y 5 horas;mas de 5 horas;No;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 4 y 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;5;Entre dos y cinco aÏos
5705910890;SI;;;3;;;2;1;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;entre 2 y 3 horas;Si;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;entre 2 y 3 horas;Casa;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
9755031361;SI;;;1;;;;1;;;No;;;;No;;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;3;Mÿs de cinco aÏos
5709200259;SI;;;4;;;;4;;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;entre 3 y 4 horas;Si;Estufa a supergas;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n cÿlida;entre 3 y 4 horas;entre 4 y 5 horas;Casa;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
3191425471;SI;;;2;1;;1;1;1;;No;;;;Si;Cable radiante el?ctrico, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Mÿs de 120m2;4;Entre dos y cinco aÏos
8951341996;SI;;;;;3;;;;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;entre 3 y 4 horas;No;;No;;;;Casa;Mÿs de 120m2;5;Entre dos y cinco aÏos
5717121764;SI;;;2;;;1;1;;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;entre 3 y 4 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 3 y 4 horas;Casa;Entre 40m2 y 80m2;1;Mÿs de cinco aÏos
5717951440;SI;;;3;1;;2;2;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 4 y 5 horas;Si;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n cÿlida;mas de 5 horas;mas de 5 horas;Casa;Entre 80m2 y 120m2;2;Mÿs de cinco aÏos
5712121710;SI;;;1;1;;1;1;;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;mas de 5 horas;Si;Estufa a supergas;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 4 y 5 horas;Casa;Entre 40m2 y 80m2;1;Entre dos y cinco aÏos
1379434604;SI;;;;;2;2;;;;Si;Lo enciendo solamente cuando siento frio;entre 3 y 4 horas;entre 3 y 4 horas;Si;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 3 y 4 horas;Casa;Entre 40m2 y 80m2;4;Menos de un aÏo
5712890974;SI;;;2;;;1;1;;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;entre 2 y 3 horas;Si;Estufa a supergas, Estufa a cuarzo, Caloventilador, Hal½gena, radiador aceite;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Apartamento;Entre 40m2 y 80m2;4;Mÿs de cinco aÏos
227142056;SI;;;;2;;;1;;1;Si;Lo enciendo solamente cuando siento frio;1 hora o menos;1 hora o menos;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;1 hora o menos;entre 3 y 4 horas;Casa;Entre 80m2 y 120m2;2;Entre dos y cinco aÏos
5408680381;SI;;;2;;;1;1;;;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n fr­a;entre 4 y 5 horas;entre 2 y 3 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra., Estufa a cuarzo, Caloventilador, Hal½gena;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 2 y 3 horas;Casa;Entre 40m2 y 80m2;5;Mÿs de cinco aÏos
5713421292;SI;;;1;;;1;;;;No;;;;No;;Si;Lo uso cuidando que el consumo no sea demasiado alto;mas de 5 horas;entre 4 y 5 horas;Casa;40m2 o menos;3;Mÿs de cinco aÏos
7913530951;No;S­;Calefacci½n central;;;;;;;;;;;;;;;;;;Apartamento;Entre 40m2 y 80m2;1;Entre dos y cinco aÏos
5713901589;SI;;;2;2;;;;;2;No;;;;Si;Estufa a supergas;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n cÿlida;mas de 5 horas;mas de 5 horas;Casa;Mÿs de 120m2;8 o mÿs;Entre uno y dos aÏos
1433061037;SI;;;1;2;;;;;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;entre 2 y 3 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra., Estufa a cuarzo, Caloventilador, Hal½gena;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 3 y 4 horas;Casa;Entre 80m2 y 120m2;3;Entre dos y cinco aÏos
5714320511;No;No;;;;;;;;;;;;;;;;;;;Casa;Entre 40m2 y 80m2;5;Mÿs de cinco aÏos
3635470149;SI;;;3;;1;3;;1;;No;;;;No;;Si;Lo uso cuidando que el consumo no sea demasiado alto;mas de 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;4;Mÿs de cinco aÏos
5716010140;SI;;;1;;;;;1;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 4 y 5 horas;Si;Estufa a cuarzo, Caloventilador, Hal½gena;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 80m2 y 120m2;3;Entre dos y cinco aÏos
1831996079;SI;;;;;1;;;1;;Si;Lo enciendo solamente cuando siento frio;entre 3 y 4 horas;entre 2 y 3 horas;No;;Si;Lo enciendo solamente cuando siento calor;1 hora o menos;1 hora o menos;Apartamento;Entre 40m2 y 80m2;1;Entre dos y cinco aÏos
5716790922;SI;;;1;;;2;2;;1;Si;Lo enciendo solamente cuando siento frio;entre 3 y 4 horas;entre 3 y 4 horas;Si;Estufa a supergas;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 80m2 y 120m2;2;Mÿs de cinco aÏos
5715300472;SI;;;1;;;;;1;;Si;Lo enciendo solamente cuando siento frio, Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 4 y 5 horas;No;;No;;;;Apartamento;Entre 40m2 y 80m2;1;Mÿs de cinco aÏos
5717410488;SI;;;2;2;;2;1;;;Si;Lo enciendo solamente cuando siento frio;mas de 5 horas;mas de 5 horas;No;;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;mas de 5 horas;Casa;Mÿs de 120m2;3;Mÿs de cinco aÏos
4018682456;SI;;;1;1;;1;;1;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 3 y 4 horas;Si;Estufa a supergas;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 3 y 4 horas;Casa;40m2 o menos;3;Entre dos y cinco aÏos
4018682456;SI;;;1;1;;1;;1;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 3 y 4 horas;Si;Estufa a supergas;Si;Lo enciendo solamente cuando siento calor;entre 4 y 5 horas;entre 4 y 5 horas;Casa;40m2 o menos;2;Entre dos y cinco aÏos
5716530706;SI;;;3;;3;3;;;;No;;;;Si;Gas por caÏer­a, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor, Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;1 hora o menos;Casa;Entre 80m2 y 120m2;2;Mÿs de cinco aÏos
8180546584;SI;;;1;;;1;;;;Si;Lo enciendo solamente cuando siento frio;entre 4 y 5 horas;entre 4 y 5 horas;Si;Estufa a supergas;Si;Lo enciendo solamente cuando siento calor;entre 4 y 5 horas;entre 4 y 5 horas;Casa;Entre 40m2 y 80m2;3;Entre dos y cinco aÏos
375164772;SI;;;;2;;;2;;;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n fr­a, Lo uso cuidando que el consumo no sea demasiado alto;mas de 5 horas;mas de 5 horas;No;;No;;;;Casa;40m2 o menos;3;Entre uno y dos aÏos
9458728782;No;S­;Estufa a supergas, Estufa a cuarzo, caloventilador, estufa hal½gena;;;;;;;;;;;;;;;;;;Casa;Entre 40m2 y 80m2;2;Menos de un aÏo
5720221627;SI;;;2;;;;2;;;No;;;;Si;Cable radiante el?ctrico;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Apartamento;40m2 o menos;1;Mÿs de cinco aÏos
9417710941;SI;;;1;;;1;;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;1 hora o menos;No;;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;1 hora o menos;Casa;Entre 40m2 y 80m2;3;Entre uno y dos aÏos
4254020570;SI;;;1;1;;1;;1;;Si;Lo enciendo solamente cuando siento frio;entre 3 y 4 horas;entre 4 y 5 horas;No;;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 4 y 5 horas;Casa;Entre 40m2 y 80m2;2;Menos de un aÏo
5726506323;SI;;;;;;;1;;;Si;Lo enciendo solamente cuando siento frio;mas de 5 horas;mas de 5 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 3 y 4 horas;Casa;Entre 80m2 y 120m2;2;Entre dos y cinco aÏos
5724000632;No;S­;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;;;;;;;;;;;;;;;;;;Casa;Entre 80m2 y 120m2;4;Mÿs de cinco aÏos
9149899076;No;No;;;;;;;;;;;;;;;;;;;Apartamento;40m2 o menos;4;Entre dos y cinco aÏos
5728450730;SI;;;1;1;;;2;;;Si;Lo enciendo solamente cuando siento frio;mas de 5 horas;mas de 5 horas;No;;Si;Lo enciendo solamente cuando siento calor;entre 4 y 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
5872520797;SI;;;;1;;1;;;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;mas de 5 horas;;Casa;40m2 o menos;2;Menos de un aÏo
5733651300;No;S­;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra., Estufa a cuarzo, caloventilador, estufa hal½gena;;;;;;;;;;;;;;;;;;Casa;40m2 o menos;2;Mÿs de cinco aÏos
2434241830;SI;;;3;;;2;;1;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;1 hora o menos;Si;Gas por caÏer­a, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 80m2 y 120m2;5;Mÿs de cinco aÏos
5734381943;No;S­;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;;;;;;;;;;;;;;;;;;Casa;40m2 o menos;5;Mÿs de cinco aÏos
7180851231;SI;;;1;;;1;;;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;entre 2 y 3 horas;Si;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra., Estufa a cuarzo, Caloventilador, Hal½gena;Si;Lo enciendo solamente cuando siento calor;entre 4 y 5 horas;entre 4 y 5 horas;Casa;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
5735790327;No;S­;Estufa a supergas;;;;;;;;;;;;;;;;;;Casa;40m2 o menos;6;Mÿs de cinco aÏos
7172500595;SI;;;2;;;2;;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;entre 2 y 3 horas;No;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
7172500595;SI;;;2;;;2;;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;entre 2 y 3 horas;No;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
4383701139;SI;;;1;;;;1;;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;entre 2 y 3 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 40m2 y 80m2;3;Entre uno y dos aÏos
3968590078;No;S­;Estufa a supergas;;;;;;;;;;;;;;;;;;Apartamento;Entre 40m2 y 80m2;1;Entre dos y cinco aÏos
8578251480;SI;;;;;1;;1;;;Si;Lo enciendo solamente cuando siento frio;entre 4 y 5 horas;mas de 5 horas;Si;;Si;Lo enciendo solamente cuando siento calor, Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 4 y 5 horas;Casa;Entre 40m2 y 80m2;2;Entre dos y cinco aÏos
5736101803;No;No;;;;;;;;;;;;;;;;;;;Apartamento;Entre 80m2 y 120m2;2;Mÿs de cinco aÏos
5735300875;SI;;;2;;;2;;;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;entre 2 y 3 horas;Si;Estufa a supergas;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 3 y 4 horas;Apartamento;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
5735300875;SI;;;2;;;2;;;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;entre 2 y 3 horas;Si;Estufa a supergas;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Apartamento;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
5736641633;No;No;;;;;;;;;;;;;;;;;;;Casa;40m2 o menos;2;Entre uno y dos aÏos
5739300060;SI;;;2;;;2;;;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 3 y 4 horas;Casa;Entre 80m2 y 120m2;3;Mÿs de cinco aÏos
5737951548;SI;;;1;;1;;;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;1 hora o menos;Si;Estufa a cuarzo, Caloventilador, Hal½gena;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;1 hora o menos;Casa;Entre 40m2 y 80m2;4;Mÿs de cinco aÏos
5737951548;No;S­;Estufa a cuarzo, caloventilador, estufa hal½gena;;;;;;;;;;;;;;;;;;Casa;40m2 o menos;4;Mÿs de cinco aÏos
744401115;SI;;;1;2;;2;1;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 2 y 3 horas;Si;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Mÿs de 120m2;5;Entre dos y cinco aÏos
5737590169;SI;;;;;1;;1;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;;1 hora o menos;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;No;;;;Casa;Entre 40m2 y 80m2;3;Mÿs de cinco aÏos
308411851;SI;;;3;;;3;3;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;No;;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n cÿlida;mas de 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;4;Entre uno y dos aÏos
5441040613;SI;;;1;;;1;;;;Si;Lo enciendo solamente cuando siento frio;1 hora o menos;1 hora o menos;Si;Estufa a cuarzo, Caloventilador, Hal½gena;No;;;;Apartamento;Entre 40m2 y 80m2;2;Menos de un aÏo
8523000501;SI;;;4;;;3;1;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;1 hora o menos;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 3 y 4 horas;Casa;Mÿs de 120m2;4;Mÿs de cinco aÏos
5741341714;SI;;;4;;;4;;;;No;;;;Si;Gas por caÏer­a, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Mÿs de 120m2;3;Entre dos y cinco aÏos
206619604;No;S­;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;;;;;;;;;;;;;;;;;;Apartamento;Entre 40m2 y 80m2;4;Entre dos y cinco aÏos
338950720;SI;;;1;;;1;;;;No;;;;Si;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 80m2 y 120m2;5;Entre dos y cinco aÏos
5743451097;No;No;;;;;;;;;;;;;;;;;;;Casa;40m2 o menos;1;Mÿs de cinco aÏos
